MasterID,CollectionDate,SpawnYear,LGDTrapID,BioSamplesID,CollectionLocation,LGDFLmm,LGDWeight,SRR,LGDSpecies,PtagisSpecies,GenSpecies,LGDRun,PtagisRun,GenRun,LGDRear,PtagisRear,GenRear,LGDLifeStage,LGDSex,GenSex,GenStock,GenStockProb,GenParentHatchery,GenBY,GenPBT_ByHat,GenPBT_RGroup,GenComments,LGDFishComments,BioScaleFinalAge,PtagisEventSites,PtagisLastEventSite,PtagisLastEventDate,PtagisEventLastSpawnSite,RepeatSpawner,BiosamplesValid,LGDValid,LGDInjuryiesAll,LGDMarksAll,LGDMarkAD,LGDTagsAll,LGDNumPIT,LGDNumRT,LGDNumJaw,LGDOpComments,PTAgisSxCGRAObs,OpTrapSampleRate,OpWaterTemp,CreatedDate,CreatedUser,Editdate,EditUser,LGDNumFloy,Date,SppCode,Species,week_num
425450,2019-06-05T00:00:00Z,SY2019,LGR1A-LGR-11H-2019-003039,19-17472,Lower Granite Dam ->,680,NA,15H,1,1,1,5,5,5,H,U,H,RF,NI,F,NA,NA,NA,NA,2015-CLWH-SFCLW,2015-CLWH-SFCLW-RedR-AD,NA,NA,NA,"BO3(O),BO4(O),TD1(O),JO1(O),MC1(O),ICH(O),LMA(O),GOA(O),GOA(O),LGRLDR(R),GRA(O),SC1(O),SC2(O)",SC2,2019-06-12T00:23:25Z,SC2,NA,FALSE,1,NA,AD,AD,Pit,3DD.0077C0FFAF,NA,NA,NA,NA,0.28,57.1,2019-06-05T21:00:04Z,IDFG\pbunn,2019-07-28T17:28:17Z,IDFG\pbunn,NA,2019-06-05T00:00:00Z,1,Chinook,14
425636,2019-06-06T00:00:00Z,SY2019,LGR2A-LGR-11W-2019-000842,19-10663,Lower Granite Dam ->,740,NA,15W,1,1,1,5,1,5,W,W,U,RF,NI,M,SFSALM,0.384,NA,NA,Unassigned-W,Unassigned-W,NA,NA,1:2,"BO3(O),BO4(O),TD1(O),JO2(O),MC1(O),ICH(O),LMA(O),GOA(O),GRA(O),LGRLDR(R),GRA(O),LLR(O)",LLR,2019-06-24T06:27:12Z,LLR,NA,TRUE,1,NA,UM,AI,Pit,3DD.003BF9F0BE,NA,NA,NA,NA,0.28,57.1,2019-06-06T21:00:05Z,IDFG\pbunn,2019-07-13T08:00:47Z,IDFG\pbunn,NA,2019-06-06T00:00:00Z,1,Chinook,14
425652,2019-06-06T00:00:00Z,SY2019,LGR2A-LGR-11W-2019-000857,19-10677,Lower Granite Dam ->,730,NA,15W,1,1,1,5,1,5,W,W,U,RF,NI,F,HELLSC,0.985,NA,NA,Unassigned-W,Unassigned-W,NA,NA,1:2,GRA(O),GRA,2019-06-06T12:17:25Z,NA,NA,TRUE,1,NA,UM,AI,Pit,3DD.00775EED20,NA,NA,NA,NA,0.28,57.1,2019-06-06T21:00:05Z,IDFG\pbunn,2019-07-13T08:00:47Z,IDFG\pbunn,NA,2019-06-06T00:00:00Z,1,Chinook,14
421866,2019-04-23T00:00:00Z,SY2019,LGR2A-LGR-32W-2019-000091,19-20068,Lower Granite Dam ->,730,NA,32H,3,3,3,2,2,NA,W,W,H,RF,NI,F,SFCLWR,1,NA,NA,2015-DWOR-DWOR,2015-DWOR-DWOR-LoloCr-NoClip,NA,ab  3,3:1,GRA(O),GRA,2019-04-24T05:44:58Z,NA,NA,TRUE,1,S,UM,AI,Pit,3DD.00775FF98D,NA,NA,NA,NA,0.28,48.6,2019-04-23T21:00:04Z,IDFG\pbunn,2019-05-31T06:18:09Z,IDFG\pbunn,NA,2019-04-23T00:00:00Z,3,Steelhead,8
426519,2019-06-13T00:00:00Z,SY2019,LGR2A-LGR-11W-2019-001116,19-10922,Lower Granite Dam ->,620,NA,15W,1,1,1,5,1,5,W,W,U,RF,NI,M,SFSALM,0.594,NA,NA,Unassigned-W,Unassigned-W,NA,NA,1:2,"GRA(O),LLR(O),LRW(O)",LRW,2019-07-11T23:10:56Z,LRW,NA,TRUE,1,NA,UM,AI,Pit,3DD.00775EA865,NA,NA,NA,NA,0.28,57.6,2019-06-13T21:00:04Z,IDFG\pbunn,2019-07-13T08:00:47Z,IDFG\pbunn,NA,2019-06-13T00:00:00Z,1,Chinook,15
426530,2019-06-13T00:00:00Z,SY2019,LGR1A-LGR-11H-2019-003875,19-17879,Lower Granite Dam ->,720,NA,15H,1,NA,1,5,NA,5,H,NA,H,RF,NI,F,NA,NA,NA,NA,2015-RAPH-RAPH,2015-RAPH-RAPH-RapidR,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,1,NA,AD,AD,NA,NA,NA,NA,NA,NA,0.28,57.6,2019-06-13T21:00:04Z,IDFG\pbunn,2019-07-28T17:28:18Z,IDFG\pbunn,NA,2019-06-13T00:00:00Z,1,Chinook,15
425285,2019-06-04T00:00:00Z,SY2019,LGR1A-LGR-11H-2019-002943,19-17426,Lower Granite Dam ->,780,NA,15H,1,NA,1,5,NA,5,H,NA,H,RF,NI,M,NA,NA,NA,NA,2015-MCCA-SFSAL-SEG,2015-MCCA-SFSAL-SFSalmonR-SegSmolt,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,1,NA,AD,AD,NA,NA,NA,NA,NA,NA,0.28,56.7,2019-06-04T21:00:05Z,IDFG\pbunn,2019-07-28T17:28:17Z,IDFG\pbunn,NA,2019-06-04T00:00:00Z,1,Chinook,14
428209,2019-07-23T00:00:00Z,SY2020,LGR1A-LGR-32H-2019-005022,NA,Lower Granite Dam ->,680,NA,32H,3,NA,NA,2,NA,NA,H,NA,NA,RF,NI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,1,NA,AD,AD,NA,NA,NA,NA,NA,NA,0.28,65.7,2019-07-23T20:40:02Z,IDFG\sql_nr,2019-07-23T20:40:02Z,IDFG\sql_nr,NA,2019-07-23T00:00:00Z,3,Steelhead,21
424312,2019-05-27T00:00:00Z,SY2019,LGR1A-LGR-11H-2019-002084,NA,Lower Granite Dam ->,420,NA,15H,1,NA,NA,5,NA,NA,H,NA,NA,RF,NI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,1,NA,AD,AD,NA,NA,NA,NA,NA,NA,0.28,52.7,2019-05-27T21:00:04Z,IDFG\pbunn,2019-05-27T21:00:04Z,IDFG\pbunn,NA,2019-05-27T00:00:00Z,1,Chinook,13
424344,2019-05-27T00:00:00Z,SY2019,LGR1A-LGR-11H-2019-002090,NA,Lower Granite Dam ->,720,NA,15H,1,NA,NA,5,NA,NA,H,NA,NA,RF,NI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,1,NA,AD,AD,Wire,NA,NA,NA,NA,NA,0.28,52.7,2019-05-27T21:00:04Z,IDFG\pbunn,2019-05-27T21:00:04Z,IDFG\pbunn,NA,2019-05-27T00:00:00Z,1,Chinook,13
428022,2019-07-17T00:00:00Z,SY2019,LGR1A-LGR-12H-2019-004918,NA,Lower Granite Dam ->,690,NA,15H,1,NA,NA,5,NA,NA,H,NA,NA,RF,NI,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,FALSE,1,NA,AD,AD,NA,NA,NA,NA,NA,NA,0.28,67.1,2019-07-17T21:00:01Z,IDFG\sql_nr,2019-07-17T21:00:01Z,IDFG\sql_nr,NA,2019-07-17T00:00:00Z,1,Chinook,20
424393,2019-05-28T00:00:00Z,SY2019,LGR1A-LGR-11H-2019-002225,NA,Lower Granite Dam ->,550,NA,15H,1,NA,NA,5,NA,NA,H,NA,NA,RF,NI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,1,G,AD,AD,NA,NA,NA,NA,NA,NA,0.28,53.5,2019-05-28T21:00:05Z,IDFG\pbunn,2019-05-28T21:00:05Z,IDFG\pbunn,NA,2019-05-28T00:00:00Z,1,Chinook,13
424409,2019-05-28T00:00:00Z,SY2019,LGR1A-LGR-11H-2019-002215,NA,Lower Granite Dam ->,460,NA,15H,1,NA,NA,5,NA,NA,H,NA,NA,RF,NI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,1,S,AD,AD,NA,NA,NA,NA,NA,NA,0.28,53.5,2019-05-28T21:00:05Z,IDFG\pbunn,2019-05-28T21:00:05Z,IDFG\pbunn,NA,2019-05-28T00:00:00Z,1,Chinook,13
424359,2019-05-28T00:00:00Z,SY2019,LGR2A-LGR-11W-2019-000578,19-10423,Lower Granite Dam ->,710,NA,15W,1,1,1,5,1,5,W,W,U,RF,NI,F,TUCANO,0.999,NA,NA,Unassigned-W,Unassigned-W,NA,6,1:2,"GRA(O),LTR(O),MTR(O),UTR(O)",UTR,2019-06-05T14:48:32Z,UTR,NA,TRUE,1,HB,UM,AI,Pit,3DD.00775EB4FD,NA,NA,NA,NA,0.28,53.5,2019-05-28T21:00:05Z,IDFG\pbunn,2019-07-13T08:00:47Z,IDFG\pbunn,NA,2019-05-28T00:00:00Z,1,Chinook,13
425872,2019-06-07T00:00:00Z,SY2019,LGR2A-LGR-11W-2019-000950,19-10765,Lower Granite Dam ->,810,NA,15W,1,1,1,5,1,5,W,W,U,RF,NI,M,HELLSC,0.992,NA,NA,Unassigned-W,Unassigned-W,NA,NA,1:2,"GRA(O),WR1(O)",WR1,2019-06-18T19:52:16Z,WR1,NA,TRUE,1,S,UM,AI,Pit,3DD.00775F8C89,NA,NA,NA,NA,0.28,57.6,2019-06-07T21:00:04Z,IDFG\pbunn,2019-07-13T08:00:47Z,IDFG\pbunn,NA,2019-06-07T00:00:00Z,1,Chinook,14
424137,2019-05-24T00:00:00Z,SY2019,LGR1A-LGR-11H-2019-001977,NA,Lower Granite Dam ->,650,NA,15H,1,NA,NA,5,NA,NA,H,NA,NA,RF,NI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,1,NA,AD,AD,NA,NA,NA,NA,NA,NA,0.28,51.7,2019-05-24T21:00:04Z,IDFG\pbunn,2019-05-24T21:00:04Z,IDFG\pbunn,NA,2019-05-24T00:00:00Z,1,Chinook,12
423935,2019-05-24T00:00:00Z,SY2019,LGR1A-LGR-11H-2019-001994,19-16916,Lower Granite Dam ->,740,NA,15H,1,NA,1,5,NA,5,H,NA,H,RF,NI,F,NA,NA,NA,NA,2015-RAPH-RAPH,2015-RAPH-RAPH-RapidR,NA,batch 15,NA,NA,NA,NA,NA,NA,FALSE,1,G,AD,AD,NA,NA,NA,NA,NA,NA,0.28,51.7,2019-05-24T21:00:04Z,IDFG\pbunn,2019-05-28T13:45:38Z,IDFG\pbunn,NA,2019-05-24T00:00:00Z,1,Chinook,12
425890,2019-06-07T00:00:00Z,SY2019,LGR1A-LGR-11H-2019-003346,19-17622,Lower Granite Dam ->,720,NA,15H,1,NA,1,5,NA,5,H,NA,H,RF,NI,F,NA,NA,NA,NA,2015-CLWH-SFCLW,2015-CLWH-SFCLW-RedR-AD,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,1,NA,AD,AD,NA,NA,NA,NA,NA,NA,0.28,57.6,2019-06-07T21:00:04Z,IDFG\pbunn,2019-07-28T17:28:17Z,IDFG\pbunn,NA,2019-06-07T00:00:00Z,1,Chinook,14
423317,2019-05-21T00:00:00Z,SY2019,LGR1A-LGR-11H-2019-001287,19-16572,Lower Granite Dam ->,440,NA,15H,1,NA,1,5,NA,5,H,NA,H,RF,NI,M,NA,NA,NA,NA,2016-LOOK-CTHW,2016-LOOK-CTHW-CatherineCr,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,1,NA,AD,AD,Wire,NA,NA,NA,NA,NA,0.28,50.8,2019-05-21T21:00:04Z,IDFG\pbunn,2019-05-28T13:45:37Z,IDFG\pbunn,NA,2019-05-21T00:00:00Z,1,Chinook,12
423350,2019-05-21T00:00:00Z,SY2019,LGR2A-LGR-11W-2019-000338,19-10201,Lower Granite Dam ->,680,NA,15W,1,1,1,5,1,5,W,W,U,RF,NI,M,UPSALM,0.786,NA,NA,Unassigned-W,Unassigned-W,NA,NA,1:2,GRA(O),GRA,2019-05-21T16:31:01Z,NA,NA,TRUE,1,NA,UM,AI,Pit,3DD.00775EE395,NA,NA,NA,NA,0.28,50.8,2019-05-21T21:00:04Z,IDFG\pbunn,2019-05-22T12:07:08Z,IDFG\pbunn,NA,2019-05-21T00:00:00Z,1,Chinook,12
423332,2019-05-21T00:00:00Z,SY2019,LGR1A-LGR-11H-2019-001311,19-16584,Lower Granite Dam ->,640,NA,15H,1,NA,1,5,NA,5,H,NA,H,RF,NI,M,NA,NA,NA,NA,2015-RAPH-RAPH,2015-RAPH-RAPH-RapidR,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,1,S,AD,AD,NA,NA,NA,NA,NA,NA,0.28,50.8,2019-05-21T21:00:04Z,IDFG\pbunn,2019-05-28T13:45:37Z,IDFG\pbunn,NA,2019-05-21T00:00:00Z,1,Chinook,12
424743,2019-05-30T00:00:00Z,SY2019,LGR1A-LGR-11H-2019-002470,19-17194,Lower Granite Dam ->,700,NA,15H,1,NA,1,5,NA,5,H,NA,H,RF,NI,F,NA,NA,NA,NA,2015-RAPH-RAPH,2015-RAPH-RAPH-RapidR,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,1,G,AD,AD,Wire,NA,NA,NA,NA,NA,0.28,53.5,2019-05-30T21:00:04Z,IDFG\pbunn,2019-07-28T17:28:17Z,IDFG\pbunn,NA,2019-05-30T00:00:00Z,1,Chinook,13
425729,2019-06-06T00:00:00Z,SY2019,LGR1A-LGR-11H-2019-003210,19-17556,Lower Granite Dam ->,790,NA,15H,1,NA,1,5,NA,5,H,NA,H,RF,NI,F,NA,NA,NA,NA,2015-CLWH-ClearCr,2015-CLWH-ClearCr-ClearCr-AD,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,1,NA,AD,AD,NA,NA,NA,NA,NA,NA,0.28,57.1,2019-06-06T21:00:05Z,IDFG\pbunn,2019-07-28T17:28:17Z,IDFG\pbunn,NA,2019-06-06T00:00:00Z,1,Chinook,14
425727,2019-06-06T00:00:00Z,SY2019,LGR1A-LGR-11H-2019-003152,NA,Lower Granite Dam ->,510,NA,15H,1,NA,NA,5,NA,NA,H,NA,NA,RF,NI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,1,G,AD,AD,Wire,NA,NA,NA,NA,NA,0.28,57.1,2019-06-06T21:00:05Z,IDFG\pbunn,2019-06-06T21:00:05Z,IDFG\pbunn,NA,2019-06-06T00:00:00Z,1,Chinook,14
422980,2019-05-17T00:00:00Z,SY2019,LGR1A-LGR-11H-2019-001056,19-16460,Lower Granite Dam ->,690,NA,15H,1,NA,1,5,NA,5,H,NA,H,RF,NI,F,NA,NA,NA,NA,2015-RAPH-RAPH,2015-RAPH-RAPH-RapidR,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,1,NA,AD,AD,NA,NA,NA,NA,NA,NA,0.28,52,2019-05-17T21:00:04Z,IDFG\pbunn,2019-05-22T12:20:40Z,IDFG\pbunn,NA,2019-05-17T00:00:00Z,1,Chinook,11
423146,2019-05-17T00:00:00Z,SY2019,LGR1A-LGR-11H-2019-001007,19-16436,Lower Granite Dam ->,720,NA,15H,1,NA,1,5,NA,5,H,NA,H,RF,NI,M,NA,NA,NA,NA,2015-RAPH-RAPH,2015-RAPH-RAPH-RapidR,NA,3,NA,NA,NA,NA,NA,NA,FALSE,1,NA,AD,AD,NA,NA,NA,NA,NA,NA,0.28,52,2019-05-17T21:00:04Z,IDFG\pbunn,2019-05-22T12:20:40Z,IDFG\pbunn,NA,2019-05-17T00:00:00Z,1,Chinook,11
423144,2019-05-17T00:00:00Z,SY2019,LGR2A-LGR-11W-2019-000292,19-10160,Lower Granite Dam ->,820,NA,15W,1,1,1,5,1,5,W,W,U,RF,NI,M,HELLSC,0.999,NA,NA,Unassigned-W,Unassigned-W,NA,7,1:2,"GRA(O),LOOH(R)",LOOH,2019-08-27T15:33:22Z,LOOH,NA,TRUE,1,S,UM,AI,Pit,3DD.00775F5234,NA,NA,NA,NA,0.28,52,2019-05-17T21:00:04Z,IDFG\pbunn,2019-05-22T12:07:08Z,IDFG\pbunn,NA,2019-05-17T00:00:00Z,1,Chinook,11
428230,2019-07-24T00:00:00Z,SY2019,LGR1A-LGR-12H-2019-005027,NA,Lower Granite Dam ->,690,NA,15H,1,NA,NA,5,NA,NA,H,NA,NA,RF,NI,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,FALSE,1,S,AD,AD,Wire,NA,NA,NA,NA,NA,0.28,65.2,2019-07-24T20:40:01Z,IDFG\sql_nr,2019-07-24T20:40:01Z,IDFG\sql_nr,NA,2019-07-24T00:00:00Z,1,Chinook,21
427943,2019-07-15T00:00:00Z,SY2020,LGR2A-LGR-32W-2019-001660,19-20571,Lower Granite Dam ->,670,NA,32W,3,3,3,2,2,NA,W,W,U,RF,NI,F,GRROND,0.452,NA,NA,Unassigned-W,Unassigned-W,NA,NA,2:2,"GRA(O),UGR(O)",UGR,2020-02-14T00:07:27Z,UGR,NA,TRUE,1,NA,UM,AI,Pit,3DD.00775A4234,NA,NA,NA,NA,0.28,66.1,2019-07-15T21:00:01Z,IDFG\sql_nr,2019-09-02T17:27:14Z,IDFG\pbunn,NA,2019-07-15T00:00:00Z,3,Steelhead,20
428311,2019-07-26T00:00:00Z,SY2019,LGR2A-LGR-12W-2019-005080,19-11491,Lower Granite Dam ->,820,NA,13W,1,1,1,5,2,3,W,W,U,RF,NI,F,FALL,1,NA,NA,Unassigned-W,Unassigned-W,NA,NA,?:3,GRA(O),GRA,2019-07-26T13:24:50Z,NA,NA,TRUE,1,NA,UM,AI,Pit,3DD.00775A290E,NA,NA,NA,NA,0.28,65.7,2019-07-26T20:40:01Z,IDFG\sql_nr,2019-09-08T13:17:35Z,IDFG\pbunn,NA,2019-07-26T00:00:00Z,1,Chinook,21
424094,2019-05-24T00:00:00Z,SY2019,LGR2A-LGR-11W-2019-000483,19-10325,Lower Granite Dam ->,830,NA,15W,1,1,1,5,1,5,W,W,U,RF,NI,F,HELLSC,0.999,NA,NA,Unassigned-W,Unassigned-W,NA,NA,1:3,GRA(O),GRA,2019-05-24T08:38:14Z,NA,NA,TRUE,1,NA,UM,AI,Pit,3DD.00776006DE,NA,NA,NA,NA,0.28,51.7,2019-05-24T21:00:04Z,IDFG\pbunn,2019-05-28T13:45:39Z,IDFG\pbunn,NA,2019-05-24T00:00:00Z,1,Chinook,12
428154,2019-07-22T00:00:00Z,SY2019,LGR2A-LGR-12W-2019-004975,19-11445,Lower Granite Dam ->,870,NA,13W,1,1,1,5,2,3,W,W,U,RF,NI,M,FALL,1,NA,NA,Unassigned-W,Unassigned-W,NA,NA,N:A,GRA(O),GRA,2019-07-22T10:04:12Z,NA,NA,TRUE,1,NA,UM,AI,Pit,3DD.007761B128,NA,NA,NA,NA,0.28,66.4,2019-07-22T20:40:02Z,IDFG\sql_nr,2019-09-08T13:17:35Z,IDFG\pbunn,NA,2019-07-22T00:00:00Z,1,Chinook,21
425347,2019-06-04T00:00:00Z,SY2019,LGR1A-LGR-11H-2019-002969,19-17439,Lower Granite Dam ->,550,NA,15H,1,NA,1,5,NA,5,H,NA,H,RF,NI,M,NA,NA,NA,NA,2016-RAPH-RAPH,2016-RAPH-RAPH-RapidR,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,1,NA,AD,AD,NA,NA,NA,NA,NA,NA,0.28,56.7,2019-06-04T21:00:05Z,IDFG\pbunn,2019-07-28T17:28:17Z,IDFG\pbunn,NA,2019-06-04T00:00:00Z,1,Chinook,14
428324,2019-07-26T00:00:00Z,SY2019,LGR1A-LGR-12H-2019-005079,NA,Lower Granite Dam ->,750,NA,15H,1,NA,NA,5,NA,NA,H,NA,NA,RF,NI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,1,NA,AD,AD,NA,NA,NA,NA,NA,NA,0.28,65.7,2019-07-26T20:40:01Z,IDFG\sql_nr,2019-07-26T20:40:01Z,IDFG\sql_nr,NA,2019-07-26T00:00:00Z,1,Chinook,21
428036,2019-07-17T00:00:00Z,SY2019,LGR2A-LGR-12H-2019-001711,19-11424,Lower Granite Dam ->,530,NA,15H,1,1,1,5,2,5,H,H,H,RF,NI,M,HELLSC,0.875,NA,NA,2016-LOOK-IMNW,2016-LOOK-IMNW-Imnaha,NA,NA,NA,"GRA(O),IR2(O),IR3(O),IR4(O),IR4(O),IR4(O),IR4(O),IML(O),IMNAHW(R),IML(O)",IML,2019-08-04T08:24:41Z,IMNAHW,NA,FALSE,1,NA,UM,AI,"Wire, Pit",3DD.0077618BEB,NA,NA,NA,NA,0.28,67.1,2019-07-17T21:00:01Z,IDFG\sql_nr,2019-09-08T13:17:35Z,IDFG\pbunn,NA,2019-07-17T00:00:00Z,1,Chinook,20
424143,2019-05-24T00:00:00Z,SY2019,LGR1A-LGR-11H-2019-001992,19-16915,Lower Granite Dam ->,520,NA,15H,1,NA,1,5,NA,5,H,NA,H,RF,NI,M,NA,NA,NA,NA,2016-DWOR-DWOR,2016-DWOR-DWOR-ClearwaterR,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,1,NA,AD,AD,NA,NA,NA,NA,NA,NA,0.28,51.7,2019-05-24T21:00:04Z,IDFG\pbunn,2019-05-28T13:45:38Z,IDFG\pbunn,NA,2019-05-24T00:00:00Z,1,Chinook,12
425764,2019-06-07T00:00:00Z,SY2019,LGR2A-LGR-11W-2019-000936,19-10751,Lower Granite Dam ->,840,NA,15W,1,1,1,5,1,5,W,W,U,RF,NI,F,SFSALM,0.874,NA,NA,Unassigned-W,Unassigned-W,NA,NA,1:3,"GRA(O),GRA(O),ZEN(O)",ZEN,2019-06-29T23:38:11Z,ZEN,NA,TRUE,1,G,UM,AI,Pit,3DD.00775F1F74,NA,NA,NA,NA,0.28,57.6,2019-06-07T21:00:04Z,IDFG\pbunn,2019-07-13T08:00:47Z,IDFG\pbunn,NA,2019-06-07T00:00:00Z,1,Chinook,14
423959,2019-05-24T00:00:00Z,SY2019,LGR1A-LGR-11H-2019-001899,19-16870,Lower Granite Dam ->,700,NA,15H,1,NA,1,5,NA,5,H,NA,H,RF,NI,M,NA,NA,NA,NA,2015-RAPH-RAPH,2015-RAPH-RAPH-RapidR,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,1,NA,AD,AD,NA,NA,NA,NA,NA,NA,0.28,51.7,2019-05-24T21:00:04Z,IDFG\pbunn,2019-05-28T13:45:38Z,IDFG\pbunn,NA,2019-05-24T00:00:00Z,1,Chinook,12
425297,2019-06-04T00:00:00Z,SY2019,LGR1A-LGR-11H-2019-002877,19-17393,Lower Granite Dam ->,920,NA,15H,1,NA,1,5,NA,5,H,NA,H,RF,NI,M,NA,NA,NA,NA,2014-DWOR-DWOR,2014-DWOR-DWOR-ClearCr,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,1,NA,AD,AD,NA,NA,NA,NA,NA,NA,0.28,56.7,2019-06-04T21:00:05Z,IDFG\pbunn,2019-07-28T17:28:17Z,IDFG\pbunn,NA,2019-06-04T00:00:00Z,1,Chinook,14
423169,2019-05-17T00:00:00Z,SY2019,LGR1A-LGR-11H-2019-001062,19-16463,Lower Granite Dam ->,680,NA,15H,1,NA,1,5,NA,5,H,NA,H,RF,NI,M,NA,NA,NA,NA,2015-LOOK-LKGW,2015-LOOK-LKGW-LookingGlass,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,1,G,AD,AD,Wire,NA,NA,NA,NA,NA,0.28,52,2019-05-17T21:00:04Z,IDFG\pbunn,2019-05-22T12:20:40Z,IDFG\pbunn,NA,2019-05-17T00:00:00Z,1,Chinook,11
423684,2019-05-23T00:00:00Z,SY2019,LGR1A-LGR-11H-2019-001654,19-16751,Lower Granite Dam ->,630,NA,15H,1,1,1,5,5,5,H,U,H,RF,NI,M,NA,NA,NA,NA,2015-RAPH-RAPH,2015-RAPH-RAPH-RapidR,NA,NA,NA,"BO3(O),BO4(O),TD1(O),JO2(O),MC1(O),ICH(O),LMA(O),GOA(O),GRA(O),LGRLDR(R),GRA(O),RAPH(M)",RAPH,2019-06-27T10:00:00Z,RAPH,NA,FALSE,1,NA,AD,AD,Pit,3DD.0077C0FF7E,NA,NA,NA,NA,0.28,51.3,2019-05-23T21:00:05Z,IDFG\pbunn,2019-05-28T13:45:38Z,IDFG\pbunn,NA,2019-05-23T00:00:00Z,1,Chinook,12
424301,2019-05-27T00:00:00Z,SY2019,LGR1A-LGR-11H-2019-002169,NA,Lower Granite Dam ->,470,NA,15H,1,1,NA,5,5,NA,H,U,NA,RF,NI,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,"BO3(O),BO4(O),TD1(O),JO1(O),MC1(O),ICH(O),LMA(O),GOA(O),LGRLDR(R),GRA(O)",GRA,2019-05-27T17:06:16Z,NA,NA,FALSE,1,S,AD,AD,Pit,3DD.0077C0BB90,NA,NA,NA,NA,0.28,52.7,2019-05-27T21:00:04Z,IDFG\pbunn,2019-05-27T21:00:04Z,IDFG\pbunn,NA,2019-05-27T00:00:00Z,1,Chinook,13
424336,2019-05-27T00:00:00Z,SY2019,LGR1A-LGR-11H-2019-002078,NA,Lower Granite Dam ->,650,NA,15H,1,NA,NA,5,NA,NA,H,NA,NA,RF,NI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,1,NA,AD,AD,NA,NA,NA,NA,NA,NA,0.28,52.7,2019-05-27T21:00:04Z,IDFG\pbunn,2019-05-27T21:00:04Z,IDFG\pbunn,NA,2019-05-27T00:00:00Z,1,Chinook,13
424337,2019-05-27T00:00:00Z,SY2019,LGR1A-LGR-11H-2019-002144,NA,Lower Granite Dam ->,720,NA,15H,1,NA,NA,5,NA,NA,H,NA,NA,RF,NI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,1,NA,AD,AD,NA,NA,NA,NA,NA,NA,0.28,52.7,2019-05-27T21:00:04Z,IDFG\pbunn,2019-05-27T21:00:04Z,IDFG\pbunn,NA,2019-05-27T00:00:00Z,1,Chinook,13
424371,2019-05-28T00:00:00Z,SY2019,LGR1A-LGR-11H-2019-002205,NA,Lower Granite Dam ->,780,NA,15H,1,NA,NA,5,NA,NA,H,NA,NA,RF,NI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,1,NA,AD,AD,Wire,NA,NA,NA,NA,NA,0.28,53.5,2019-05-28T21:00:05Z,IDFG\pbunn,2019-05-28T21:00:05Z,IDFG\pbunn,NA,2019-05-28T00:00:00Z,1,Chinook,13
424384,2019-05-28T00:00:00Z,SY2019,LGR1A-LGR-11H-2019-002219,NA,Lower Granite Dam ->,720,NA,15H,1,NA,NA,5,NA,NA,H,NA,NA,RF,NI,NA,NA,NA,NA,NA,NA,NA,NA,batch 5,NA,NA,NA,NA,NA,NA,FALSE,1,S,AD,AD,NA,NA,NA,NA,NA,NA,0.28,53.5,2019-05-28T21:00:05Z,IDFG\pbunn,2019-05-28T21:00:05Z,IDFG\pbunn,NA,2019-05-28T00:00:00Z,1,Chinook,13
